id_alternatif,nama_alternatif,polygons
1,Banyu Ajuh,"112.720863341,-7.17321252799991 112.720375061,-7.17287206699996 112.720123291,-7.17269658899994 112.71987915,-7.17250537799993 112.719711304,-7.17235803599988 112.719306946,-7.17215967199991 112.719116212,-7.17206287399989 112.718803405,-7.17190933199993 112.718666076,-7.17183685399993 112.718559266,-7.17169141699998 112.71849823,-7.17161321599991 112.718345643,-7.17154693499992 112.718109132,-7.1716079709999 112.717987061,-7.17162370699998 112.717185974,-7.17142438899992 112.716918946,-7.1713457109999 112.7166214,-7.17123365299994 112.716445922,-7.17114400899993 112.716262818,-7.1709799759999 112.716140747,-7.17088222399991 112.715660095,-7.17064142299989 112.715316772,-7.17043447599991 112.714187621,-7.1700568199999 112.713890077,-7.16986179399993 112.712684631,-7.16945838999987 112.71220398,-7.16928911199989 112.711685181,-7.16907071999998 112.711402893,-7.16898441299992 112.710868835,-7.16889810599997 112.710395813,-7.16876792799997 112.709953308,-7.16857719399997 112.709701538,-7.16847991899994 112.709381103,-7.16838455199996 112.709114075,-7.16829872099993 112.708778382,-7.16844320299998 112.708702087,-7.16847228899991 112.708259583,-7.16824483799991 112.707672118,-7.16796922699996 112.707489014,-7.16794538399995 112.707244873,-7.16789150199997 112.707092286,-7.16785097199994 112.706954957,-7.16784667899992 112.706756592,-7.16774129899994 112.706291198,-7.16755294799998 112.7061615,-7.16748523699994 112.706459046,-7.16696643799992 112.70690918,-7.16625785799994 112.707534789,-7.16518401999997 112.708427429,-7.16376447599993 112.708908081,-7.16324472399992 112.709083557,-7.16304016199996 112.709121704,-7.16277933199996 112.709228516,-7.16227769799985 112.709342956,-7.16223382899994 112.709663391,-7.16193961999994 112.709915161,-7.16161966299995 112.710136414,-7.16140460999998 112.710235596,-7.16129970499992 112.710311889,-7.16124105499995 112.710388183,-7.16113281199989 112.71042633,-7.16106986999995 112.710464477,-7.16099739099997 112.710540772,-7.1608538619999 112.710609436,-7.16070127499989 112.710685729,-7.16053771999992 112.710746765,-7.16039466799992 112.7108078,-7.16027116699991 112.710853577,-7.16016530999997 112.710899354,-7.16007614099993 112.710975648,-7.15994214899996 112.711051941,-7.15985870299988 112.711128235,-7.15980481999998 112.711204529,-7.1597514149999 112.711288452,-7.15966844599996 112.711334229,-7.15960645599989 112.711380004,-7.1595273019999 112.711418151,-7.15943431799997 112.711463928,-7.15933132099997 112.711509705,-7.15922355599992 112.711547852,-7.15911483799988 112.711585999,-7.15900945599998 112.711616516,-7.15891265799996 112.711647034,-7.15882873499993 112.711685181,-7.15870714099992 112.711708069,-7.15863466299987 112.711730958,-7.15855979899987 112.711730958,-7.15847778299997 112.711715698,-7.1583709709999 112.711692809,-7.15828084899982 112.711677551,-7.15818643499989 112.711662292,-7.15809154499988 112.711647034,-7.15799856099989 112.711639404,-7.15790605599989 112.711639404,-7.15781116399995 112.711639404,-7.15771436699993 112.711639404,-7.15761613799998 112.711639404,-7.1575174329999 112.711647034,-7.15741491299991 112.711654662,-7.15734243499998 112.711669923,-7.1572666159999 112.711692809,-7.15718841499995 112.711708069,-7.15711116699993 112.711738586,-7.15703678099993 112.711769105,-7.15696668699997 112.71181488,-7.15689706899997 112.711891173,-7.15682268099994 112.711990356,-7.15673732699992 112.712059021,-7.15668916699991 112.712135315,-7.15663671399994 112.712242127,-7.1565675729999 112.712310791,-7.15651702899987 112.712409973,-7.15644931799989 112.712509155,-7.15637540699993 112.712608337,-7.15629529799992 112.712715149,-7.15620851399996 112.712814331,-7.15611457699993 112.712913514,-7.1560149199999 112.713005066,-7.15591096799994 112.713104248,-7.15580320299989 112.713195802,-7.15569305499992 112.713279723,-7.15558242699984 112.713363647,-7.15547180199991 112.713447571,-7.15536260699997 112.713523865,-7.15525579399997 112.71359253,-7.15515136699997 112.713661194,-7.15504932499994 112.713722229,-7.15494918799993 112.713783264,-7.15485048299996 112.7138443,-7.15475320799987 112.713897705,-7.15465688699993 112.71395874,-7.15456151899991 112.714012145,-7.15446615199994 112.714065552,-7.1543703079999 112.714118958,-7.15427303299992 112.714172363,-7.15417337399998 112.71422577,-7.1540699009999 112.714279175,-7.15396165899995 112.71433258,-7.15384769399992 112.714393616,-7.15372705499988 112.714447021,-7.15359830899996 112.714508056,-7.15345763999989 112.714561463,-7.15330123799993 112.714622498,-7.15312528499993 112.714683532,-7.15292596799998 112.714744567,-7.15269851699998 112.714805602,-7.15243959499986 112.714866638,-7.15214538599992 112.714881896,-7.15197706099997 112.714988708,-7.15083551499993 112.715194703,-7.15067863499991 112.71535492,-7.15060710899996 112.715538024,-7.15053701299991 112.715866089,-7.15052318499994 112.716087342,-7.15036964299992 112.716400147,-7.14999198799995 112.716720582,-7.14978981099989 112.717048645,-7.14973354299997 112.717285156,-7.14960813499988 112.717521667,-7.14950322999982 112.718070983,-7.1496567719999 112.718597412,-7.14980173099991 112.71887207,-7.1498317729999 112.719039918,-7.14978933299994 112.719482422,-7.14971399199993 112.720046998,-7.14963102299993 112.720542908,-7.14956903499996 112.721038819,-7.14950656799994 112.72151947,-7.1494646079999 112.722061157,-7.14944219499984 112.722259522,-7.14943790399991 112.722480774,-7.14943265899996 112.722671508,-7.14957094099998 112.722839356,-7.14967107799993 112.723144531,-7.14970016399997 112.723396302,-7.14965867999996 112.72377777,-7.1495871539999 112.723999023,-7.14954566899996 112.724395752,-7.14952421099997 112.724502564,-7.14953041099994 112.724998475,-7.14947652899991 112.725334168,-7.14952278099992 112.726196289,-7.14989900599988 112.726470947,-7.14998864999984 112.727432251,-7.15029621199989 112.72782135,-7.15041923499996 112.728431701,-7.15063285799994 112.728675842,-7.15094899999997 112.728973389,-7.15095519999994 112.729034424,-7.15100765299997 112.729614259,-7.15134048399995 112.730064392,-7.15159320799989 112.730400086,-7.1517777439999 112.730644227,-7.15190458299998 112.730804444,-7.15198469099988 112.730033874,-7.15213155799995 112.729621887,-7.15227317699993 112.72921753,-7.15248203199991 112.72920227,-7.15263891199993 112.729187011,-7.15280151399998 112.729141236,-7.15287256299996 112.729064941,-7.15295267099992 112.729003905,-7.15305471399995 112.728927612,-7.15313958999997 112.728630065,-7.15330982099994 112.728118896,-7.15358161899985 112.727691651,-7.15393304799989 112.727462768,-7.1542277339999 112.727127075,-7.15452623299996 112.727012634,-7.15462446199996 112.726684571,-7.15516853299988 112.726448058,-7.15557050699994 112.726158142,-7.15616607699997 112.726425172,-7.15675639999989 112.726379395,-7.15701436899991 112.726280212,-7.15737199799992 112.725601196,-7.15874481299994 112.725471497,-7.15902566899996 112.725196839,-7.15993547399995 112.724998475,-7.16059207899991 112.724822999,-7.16151141999995 112.724830627,-7.16172218299988 112.724830627,-7.16238689399989 112.724708557,-7.16303443899994 112.724555969,-7.16378450399998 112.72415161,-7.16474246899998 112.723373414,-7.16610670099993 112.724731445,-7.16641521499997 112.724693298,-7.16650295199997 112.724433899,-7.16712379299997 112.724380493,-7.16736316699996 112.724319458,-7.16764116199988 112.724197387,-7.16808652799995 112.724174499,-7.16827630999995 112.724143982,-7.16849422499996 112.723999023,-7.16885661999993 112.723609925,-7.16876745299993 112.723236085,-7.16854476999987 112.723175049,-7.16868877399997 112.722877503,-7.16938781699997 112.722740174,-7.16983175299987 112.722625731,-7.17018461199984 112.722587585,-7.17039680399989 112.722305299,-7.17038536099994 112.72190094,-7.17043113799997 112.721939087,-7.17059230799993 112.721405029,-7.17069864299998 112.721206665,-7.17118644599998 112.721199037,-7.17130231899995 112.721145629,-7.17165231799993 112.72127533,-7.17216873199988 112.721305847,-7.17228269499998 112.720863341,-7.17321252799991"
2,Gili Anyar,"112.715194703,-7.15067863499991 112.714988708,-7.15083551499993 112.714881896,-7.15197706099997 112.714866638,-7.15214538599992 112.714805602,-7.15243959499986 112.714744567,-7.15269851699998 112.714683532,-7.15292596799998 112.714622498,-7.15312528499993 112.714561463,-7.15330123799993 112.714508056,-7.15345763999989 112.714447021,-7.15359830899996 112.714393616,-7.15372705499988 112.71433258,-7.15384769399992 112.714279175,-7.15396165899995 112.71422577,-7.1540699009999 112.714172363,-7.15417337399998 112.714118958,-7.15427303299992 112.714065552,-7.1543703079999 112.714012145,-7.15446615199994 112.71395874,-7.15456151899991 112.713897705,-7.15465688699993 112.7138443,-7.15475320799987 112.713783264,-7.15485048299996 112.713722229,-7.15494918799993 112.713661194,-7.15504932499994 112.71359253,-7.15515136699997 112.713523865,-7.15525579399997 112.713447571,-7.15536260699997 112.713363647,-7.15547180199991 112.713279723,-7.15558242699984 112.713195802,-7.15569305499992 112.713104248,-7.15580320299989 112.713005066,-7.15591096799994 112.712913514,-7.1560149199999 112.712814331,-7.15611457699993 112.712715149,-7.15620851399996 112.712608337,-7.15629529799992 112.712509155,-7.15637540699993 112.712409973,-7.15644931799989 112.712310791,-7.15651702899987 112.712242127,-7.1565675729999 112.712135315,-7.15663671399994 112.712059021,-7.15668916699991 112.711990356,-7.15673732699992 112.711891173,-7.15682268099994 112.71181488,-7.15689706899997 112.711769105,-7.15696668699997 112.711738586,-7.15703678099993 112.711708069,-7.15711116699993 112.711692809,-7.15718841499995 112.711669923,-7.1572666159999 112.711654662,-7.15734243499998 112.711647034,-7.15741491299991 112.711639404,-7.1575174329999 112.711639404,-7.15761613799998 112.711639404,-7.15771436699993 112.711639404,-7.15781116399995 112.711639404,-7.15790605599989 112.711647034,-7.15799856099989 112.711662292,-7.15809154499988 112.711677551,-7.15818643499989 112.711692809,-7.15828084899982 112.711715698,-7.1583709709999 112.711730958,-7.15847778299997 112.711730958,-7.15855979899987 112.711708069,-7.15863466299987 112.711685181,-7.15870714099992 112.711647034,-7.15882873499993 112.711616516,-7.15891265799996 112.711585999,-7.15900945599998 112.711547852,-7.15911483799988 112.711509705,-7.15922355599992 112.711463928,-7.15933132099997 112.711418151,-7.15943431799997 112.711380004,-7.1595273019999 112.711334229,-7.15960645599989 112.711288452,-7.15966844599996 112.711204529,-7.1597514149999 112.711128235,-7.15980481999998 112.711051941,-7.15985870299988 112.710975648,-7.15994214899996 112.710899354,-7.16007614099993 112.710853577,-7.16016530999997 112.7108078,-7.16027116699991 112.710746765,-7.16039466799992 112.710685729,-7.16053771999992 112.710609436,-7.16070127499989 112.710540772,-7.1608538619999 112.709938049,-7.16053724199998 112.710250854,-7.15999984699994 112.710121155,-7.1597847939999 112.709060668,-7.15891218099983 112.707885743,-7.1578116419999 112.70728302,-7.15712070399991 112.70729065,-7.15699672599987 112.707366944,-7.15666150999994 112.70755005,-7.15578937499993 112.707633971,-7.15536594399987 112.707237243,-7.15496826099991 112.707313538,-7.15462398499994 112.706855775,-7.15436315499994 112.707008362,-7.15406608599994 112.707038879,-7.15382957499992 112.707008362,-7.15366172699993 112.707054139,-7.15342187899995 112.707115174,-7.15316581699989 112.707191468,-7.15301370699996 112.707359313,-7.15264606499989 112.70739746,-7.15237426699997 112.707527161,-7.15206622999995 112.707893371,-7.15237855999987 112.708137512,-7.15182209099993 112.708816529,-7.15195274199988 112.708877564,-7.15186214499994 112.708976746,-7.15156030599985 112.7086792,-7.15146207699996 112.709060668,-7.15059471099988 112.70878601,-7.15044259899992 112.708274841,-7.15028285899996 112.708213806,-7.15003061199991 112.708229064,-7.14994096799995 112.708282471,-7.14972686799996 112.708259583,-7.14941072499988 112.708480836,-7.14901113399998 112.708740235,-7.14849519799998 112.70903778,-7.14817142499993 112.70931244,-7.14775323799995 112.708923339,-7.14759158999993 112.708816529,-7.14754962899991 112.708930969,-7.14722633299988 112.708473206,-7.1471009249999 112.708648681,-7.14647960599996 112.708534241,-7.1464233399999 112.708358765,-7.14630460699993 112.708183289,-7.14628601099997 112.707832336,-7.14627170599994 112.707458496,-7.14633893899992 112.707138061,-7.14625453999997 112.706451416,-7.14596128399995 112.706626892,-7.14549589199987 112.706504821,-7.14543533199986 112.706619263,-7.14520454399997 112.706192016,-7.14500904199991 112.706306457,-7.14462852399987 112.706237793,-7.14435529599996 112.70601654,-7.14424753099991 112.70589447,-7.14375162099998 112.705940247,-7.14360332399997 112.705734252,-7.14349603599987 112.705215453,-7.14322233099989 112.705604554,-7.14220714599992 112.705017089,-7.14228534699993 112.703590394,-7.14048242499996 112.703628541,-7.14041042399992 112.703964234,-7.13978814999996 112.704582213,-7.13861703799995 112.704933167,-7.13819598999993 112.70451355,-7.13796234199998 112.704917907,-7.13718128199991 112.70450592,-7.13684940199983 112.704681396,-7.13652133899996 112.704963684,-7.13597583799992 112.705291749,-7.13570547099994 112.706573487,-7.13480758599997 112.707168579,-7.13512706699987 112.707450867,-7.1346230499999 112.708152771,-7.13491821199989 112.708778382,-7.13410186799996 112.709342956,-7.13398742599998 112.709403992,-7.13335800099998 112.709320068,-7.13317108199993 112.708976746,-7.13297462499992 112.708496094,-7.13266754099993 112.707748414,-7.13157462999993 112.707626343,-7.13119840699989 112.707695007,-7.13102245399989 112.707740784,-7.13076114699993 112.707496642,-7.13066244199996 112.707221985,-7.13054418599995 112.706703185,-7.13024616199988 112.706581117,-7.12993860299991 112.706840514,-7.12938070199993 112.707084656,-7.12889766699993 112.707206726,-7.12873458899998 112.707366944,-7.12860870299994 112.707542419,-7.12848377199998 112.707809449,-7.12825822699995 112.708129882,-7.12800025999996 112.708961486,-7.12768935999998 112.70905304,-7.12765550599994 112.709213258,-7.12740754999993 112.70930481,-7.12708806999996 112.709320068,-7.12694454299998 112.709091187,-7.12658262299988 112.709022521,-7.12646484299989 112.709182739,-7.1261663439999 112.709259033,-7.12608480499989 112.709403992,-7.12605953199994 112.709938049,-7.12613057999988 112.710067748,-7.12614870099998 112.710205079,-7.12598991299996 112.710266112,-7.12583875599989 112.710266112,-7.12573242099995 112.710151672,-7.12562036599996 112.71006012,-7.12555408499998 112.709983826,-7.12499999899995 112.710029601,-7.12482786099991 112.7108078,-7.12419938899995 112.71181488,-7.12398004399995 112.712089538,-7.12389898299989 112.712928772,-7.12364959599995 112.712928772,-7.12400913299996 112.712921142,-7.12519931799994 112.712913514,-7.12619781499995 112.712905883,-7.12851858199991 112.712905883,-7.12864780499996 112.71295166,-7.12935781399989 112.71294403,-7.12969160099993 112.712966919,-7.13098192199993 112.713027954,-7.13355254999988 112.713096619,-7.13495111499998 112.713081359,-7.13514041899998 112.713111878,-7.13571548399995 112.713127136,-7.13599681899996 112.713218688,-7.13769340399995 112.713226318,-7.13782453499994 112.713241577,-7.13811016099993 112.713272095,-7.13860702399995 112.713462829,-7.14193057999995 112.713500976,-7.14266395499988 112.713600158,-7.14396715099997 112.713653564,-7.14466142599997 112.713691712,-7.1452007289999 112.713691712,-7.14528846699994 112.713699341,-7.14549302999984 112.713768006,-7.14615297299997 112.713829041,-7.1465115549999 112.713882446,-7.14683961799994 112.713897705,-7.14694499999996 112.71395111,-7.14727544799996 112.714019775,-7.14767122199993 112.714286803,-7.14838456999996 112.714347839,-7.14854812499993 112.714675904,-7.14936113299996 112.715011597,-7.15018939999993 112.715179443,-7.15059471099988 112.715194703,-7.15067863499991"
3,Gili Barat,"112.710540772,-7.1608538619999 112.710464477,-7.16099739099997 112.71042633,-7.16106986999995 112.710388183,-7.16113281199989 112.710311889,-7.16124105499995 112.710235596,-7.16129970499992 112.710136414,-7.16140460999998 112.709915161,-7.16161966299995 112.709663391,-7.16193961999994 112.709342956,-7.16223382899994 112.709228516,-7.16227769799985 112.709121704,-7.16277933199996 112.709083557,-7.16304016199996 112.708908081,-7.16324472399992 112.708427429,-7.16376447599993 112.707534789,-7.16518401999997 112.70690918,-7.16625785799994 112.706459046,-7.16696643799992 112.7061615,-7.16748523699994 112.705924988,-7.16736316699996 112.705535888,-7.16712236299998 112.705406189,-7.16687965399996 112.704757691,-7.16651201199988 112.704559327,-7.16640996999996 112.704444885,-7.16635799499994 112.704391479,-7.16629600399995 112.7033844,-7.1658916479999 112.701515197,-7.16388606899994 112.70061493,-7.1624169349999 112.700370788,-7.16217565599993 112.699768067,-7.16154909199997 112.699417114,-7.16120195299993 112.699272157,-7.16104793599987 112.699028015,-7.16069173699998 112.698577882,-7.16025733899994 112.698394776,-7.16009759899993 112.697189332,-7.15892410199984 112.696632386,-7.15845394199994 112.696464538,-7.15830182999997 112.696136475,-7.15793943299997 112.695724488,-7.15742826399998 112.695564271,-7.15727329199996 112.695388795,-7.15715074599984 112.695304871,-7.15703296599997 112.69517517,-7.15682220499991 112.695083618,-7.15672445299998 112.694984436,-7.1566953649999 112.694908142,-7.15656518899988 112.694900512,-7.15636539399998 112.694992066,-7.15606593999996 112.695114135,-7.15584421199992 112.695159912,-7.15576648599995 112.695137023,-7.15529251099991 112.695312499,-7.15509366899988 112.695343018,-7.15489339799996 112.695281982,-7.15479373999995 112.695152284,-7.15465307099993 112.694953919,-7.15447425799988 112.69480896,-7.15444421699988 112.694664001,-7.15422916399996 112.694595338,-7.15412950399997 112.694458009,-7.15410709299988 112.693832397,-7.15421819599993 112.693595886,-7.15442609799993 112.693481446,-7.15444278699994 112.693351745,-7.15446090699993 112.693084717,-7.15444374099997 112.692642211,-7.15432786899993 112.692504882,-7.15425300499987 112.692497254,-7.15406513099987 112.692489624,-7.15392732499993 112.692451477,-7.15379571899996 112.692176819,-7.15354585699993 112.69191742,-7.15342283099994 112.691673278,-7.15334272499996 112.691444397,-7.15322399199994 112.691528321,-7.15312004199995 112.691513061,-7.15237331399987 112.691528321,-7.15132093499994 112.69154358,-7.15112590799987 112.691604615,-7.15099763799992 112.691719055,-7.15069580099993 112.691787719,-7.15051031199994 112.691871643,-7.1502814289999 112.691886901,-7.14986514999993 112.691871643,-7.14954805399998 112.691711425,-7.1493582729999 112.69165039,-7.14929389999998 112.691795349,-7.14866971899994 112.691772461,-7.14850950299996 112.691749572,-7.14819478899983 112.691772461,-7.14794778699991 112.691772461,-7.14773702699995 112.691970825,-7.1468462929999 112.692070007,-7.14659881599994 112.692092895,-7.14647531499992 112.692085265,-7.14634609199987 112.69228363,-7.14603519499991 112.692443847,-7.14589071299997 112.692497254,-7.14582490999993 112.692611695,-7.14563989599998 112.692718505,-7.14533424399991 112.692810059,-7.14508533499992 112.692863464,-7.14489173899989 112.692901611,-7.14479684699995 112.692939758,-7.14473056899988 112.692886353,-7.14466333299993 112.692817687,-7.1446027749999 112.692794801,-7.14451694399997 112.692886353,-7.14422797999987 112.693069459,-7.14385795499993 112.693168641,-7.14369726099994 112.693473815,-7.14302349099995 112.693534851,-7.14277219699994 112.693572998,-7.14256763499998 112.693702698,-7.14230537499998 112.69378662,-7.14219379499997 112.693878174,-7.14213991199995 112.694107055,-7.14219474799995 112.694389343,-7.14179754199995 112.694465637,-7.14149808999997 112.694496155,-7.14135789799991 112.694633484,-7.14112186499995 112.694717406,-7.14097642799987 112.694747925,-7.14074087199992 112.694747925,-7.14055252099996 112.694831849,-7.14036369399997 112.694839477,-7.14005613199993 112.694854737,-7.13987302799995 112.694892884,-7.13975238799992 112.695137023,-7.13953208999993 112.695213317,-7.13932657299995 112.695335388,-7.13908862999989 112.695686341,-7.13882875499991 112.695770263,-7.13871908199997 112.695861817,-7.13855075899988 112.695899964,-7.13847541799987 112.695869445,-7.13837385099993 112.695831298,-7.13826799399993 112.695838928,-7.13807630499997 112.695884705,-7.13793706799993 112.696014404,-7.13768863599989 112.696090698,-7.13750934499996 112.696228027,-7.13737201699996 112.696311951,-7.13729810799992 112.696411133,-7.13708162299991 112.696418763,-7.13694858399992 112.696418763,-7.13686704499997 112.696517945,-7.13675451299997 112.696662902,-7.13654374999993 112.696746826,-7.13637542699996 112.69683075,-7.13605546999986 112.696960449,-7.13574647799987 112.697021484,-7.13558196999992 112.69694519,-7.13538360599995 112.696922302,-7.13528966899997 112.697044373,-7.13500833599988 112.69709015,-7.13491725899991 112.697021484,-7.13483810499991 112.696952821,-7.13478517499993 112.69694519,-7.13465499899996 112.697227478,-7.13393688299988 112.697326661,-7.13367557599992 112.697387696,-7.1335368149999 112.697349549,-7.13345527599984 112.697311402,-7.13337945899997 112.697341919,-7.13319587599995 112.697395324,-7.13307618999988 112.697517395,-7.13297510099989 112.69757843,-7.1329259879999 112.697700501,-7.13262462599994 112.697875977,-7.13222551299998 112.697929382,-7.13215255699987 112.698036194,-7.13213872899996 112.698143006,-7.13185739499994 112.698287963,-7.13149833599994 112.698440553,-7.13131236999988 112.698669434,-7.13087701699993 112.698669434,-7.13071870699997 112.698883056,-7.13015985399994 112.699035644,-7.1299395559999 112.699081421,-7.1296854009999 112.699096679,-7.12958383599994 112.699188233,-7.12951707799994 112.699378967,-7.12957859099987 112.699531554,-7.12963294899993 112.699645997,-7.12967205099989 112.69971466,-7.12970065999997 112.699790954,-7.12973928399992 112.699874878,-7.12979125899989 112.699943543,-7.12983751299993 112.700004578,-7.12988042799998 112.700080872,-7.12991809699997 112.700164794,-7.12995862899987 112.70024109,-7.12999391599988 112.700340272,-7.13003444699996 112.700447082,-7.13007879199995 112.700553894,-7.1301240919999 112.700668335,-7.13016748399991 112.700767517,-7.13020515299996 112.700851441,-7.13023519499995 112.700920104,-7.13025760599993 112.701019286,-7.13028144899994 112.70109558,-7.13029193899985 112.701171876,-7.13030004499996 112.701248169,-7.13030528999997 112.70135498,-7.13031148799996 112.701469422,-7.13029479999989 112.701568604,-7.13026905099997 112.701644898,-7.13025045299997 112.70173645,-7.1302285189999 112.701835632,-7.13020420099997 112.701942444,-7.13017749699998 112.702049255,-7.13015031799995 112.702163697,-7.1301221839999 112.702270507,-7.13009500499987 112.70237732,-7.13006877899994 112.702468872,-7.13004445999997 112.702560426,-7.13002157199992 112.702636719,-7.13000106799996 112.702774048,-7.12996339699993 112.702896119,-7.12993097299989 112.703002929,-7.12990188599997 112.703094483,-7.12987613699988 112.703201294,-7.12984561899987 112.703323364,-7.12981605499988 112.703414916,-7.12980604199987 112.703529359,-7.12979555099997 112.703605652,-7.12978839899995 112.703689576,-7.12978076799993 112.703773498,-7.12977266299987 112.703865052,-7.12976455699993 112.703948974,-7.12975692699996 112.704032898,-7.12974929699988 112.704162598,-7.12973785399993 112.704277039,-7.12972974799993 112.704368591,-7.12973690099994 112.704719544,-7.12968683199995 112.704917907,-7.12972164099989 112.705337524,-7.12983083799998 112.705627442,-7.12986850699997 112.705749513,-7.12972402599991 112.705848695,-7.12962102799992 112.705940247,-7.12964057899995 112.706001282,-7.12969970699987 112.706207275,-7.12983942099987 112.706436158,-7.12994003299997 112.706581117,-7.12993860299991 112.706703185,-7.13024616199988 112.707221985,-7.13054418599995 112.707496642,-7.13066244199996 112.707740784,-7.13076114699993 112.707695007,-7.13102245399989 112.707626343,-7.13119840699989 112.707748414,-7.13157462999993 112.708496094,-7.13266754099993 112.708976746,-7.13297462499992 112.709320068,-7.13317108199993 112.709403992,-7.13335800099998 112.709342956,-7.13398742599998 112.708778382,-7.13410186799996 112.708152771,-7.13491821199989 112.707450867,-7.1346230499999 112.707168579,-7.13512706699987 112.706573487,-7.13480758599997 112.705291749,-7.13570547099994 112.704963684,-7.13597583799992 112.704681396,-7.13652133899996 112.70450592,-7.13684940199983 112.704917907,-7.13718128199991 112.70451355,-7.13796234199998 112.704933167,-7.13819598999993 112.704582213,-7.13861703799995 112.703964234,-7.13978814999996 112.703628541,-7.14041042399992 112.703590394,-7.14048242499996 112.705017089,-7.14228534699993 112.705604554,-7.14220714599992 112.705215453,-7.14322233099989 112.705734252,-7.14349603599987 112.705940247,-7.14360332399997 112.70589447,-7.14375162099998 112.70601654,-7.14424753099991 112.706237793,-7.14435529599996 112.706306457,-7.14462852399987 112.706192016,-7.14500904199991 112.706619263,-7.14520454399997 112.706504821,-7.14543533199986 112.706626892,-7.14549589199987 112.706451416,-7.14596128399995 112.707138061,-7.14625453999997 112.707458496,-7.14633893899992 112.707832336,-7.14627170599994 112.708183289,-7.14628601099997 112.708358765,-7.14630460699993 112.708534241,-7.1464233399999 112.708648681,-7.14647960599996 112.708473206,-7.1471009249999 112.708930969,-7.14722633299988 112.708816529,-7.14754962899991 112.708923339,-7.14759158999993 112.70931244,-7.14775323799995 112.70903778,-7.14817142499993 112.708740235,-7.14849519799998 112.708480836,-7.14901113399998 112.708259583,-7.14941072499988 112.708282471,-7.14972686799996 112.708229064,-7.14994096799995 112.708213806,-7.15003061199991 112.708274841,-7.15028285899996 112.70878601,-7.15044259899992 112.709060668,-7.15059471099988 112.7086792,-7.15146207699996 112.708976746,-7.15156030599985 112.708877564,-7.15186214499994 112.708816529,-7.15195274199988 112.708137512,-7.15182209099993 112.707893371,-7.15237855999987 112.707527161,-7.15206622999995 112.70739746,-7.15237426699997 112.707359313,-7.15264606499989 112.707191468,-7.15301370699996 112.707115174,-7.15316581699989 112.707054139,-7.15342187899995 112.707008362,-7.15366172699993 112.707038879,-7.15382957499992 112.707008362,-7.15406608599994 112.706855775,-7.15436315499994 112.707313538,-7.15462398499994 112.707237243,-7.15496826099991 112.707633971,-7.15536594399987 112.70755005,-7.15578937499993 112.707366944,-7.15666150999994 112.70729065,-7.15699672599987 112.70728302,-7.15712070399991 112.707885743,-7.1578116419999 112.709060668,-7.15891218099983 112.710121155,-7.1597847939999 112.710250854,-7.15999984699994 112.709938049,-7.16053724199998 112.710540772,-7.1608538619999"
